,Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2,2021-08-01 13:03:12.833,01:02:12,,1.8733333333333335,,10205,0,2,20,0,1,interpolation,-0.0009986457358965367,-1.1551659396102543e-07,OnTrack,-1374,-203,2389
3,2021-08-01 13:03:12.884,01:02:12,,1.8733333333333335,00:00:00,10190,0,2,20,0,1,car,0.0,0.0,OnTrack,-1374,-203,2389
4,2021-08-01 13:03:12.981,01:02:12,,1.8733333333333335,00:00:00,10221,0,2,20,0,1,pos,0.003158232665092392,3.6532302426585696e-07,OnTrack,-1374,-203,2389
5,2021-08-01 13:03:13.124,01:02:13,99,1.8733333333333335,00:00:00,10253,0,2,20,0,1,car,0.0,0.0,OnTrack,-1373,-202,2388
6,2021-08-01 13:03:13.201,01:02:13,99,0.9700000000000001,00:00:00,9623,0,2,20,0,1,pos,-0.012936973521558443,-1.4964617217663985e-06,OnTrack,-1374,-203,2389
7,2021-08-01 13:03:13.364,01:02:13,6,0.06666666666666667,00:00:00,8993,0,2,20,0,1,car,0.0,0.0,OnTrack,-1374,-204,2389
8,2021-08-01 13:03:13.421,01:02:13,6,0.03333333333333333,00:00:00,8153,3,2,20,0,1,pos,0.05119881760023798,5.922333427581005e-06,OnTrack,-1374,-205,2389
9,2021-08-01 13:03:13.604,01:02:13,47,0.0,00:00:00,7313,6,2,21,0,1,car,0.39999999999999997,4.626929843437227e-05,OnTrack,-1373,-209,2388
10,2021-08-01 13:03:13.641,01:02:13,47,0.033333333333333326,00:00:00,6473,10,2,20,0,1,pos,0.5080913177340329,5.877257203037359e-05,OnTrack,-1374,-209,2389
11,2021-08-01 13:03:13.844,01:02:13,55,0.06666666666666665,00:00:01,5633,14,2,20,0,1,car,1.3333333333333337,0.00015423099478124096,OnTrack,-1385,-196,2389
12,2021-08-01 13:03:13.861,01:02:13,55,0.06666666666666672,00:00:01,5324,16,2,20,0,1,pos,1.4208174769348787,0.00016435056965267937,OnTrack,-1386,-196,2389
13,2021-08-01 13:03:14.081,01:02:14,55,0.0666666666666668,00:00:01,5015,19,2,20,0,1,pos,2.7793816355593544,0.00032150009589677366,OnTrack,-1396,-188,2388
14,2021-08-01 13:03:14.084,01:02:14,33,0.06666666666666687,00:00:01,4707,22,2,21,0,1,car,2.8000000000000003,0.00032388508904060594,OnTrack,-1396,-187,2387
15,2021-08-01 13:03:14.300,01:02:14,33,0.03333333333333344,00:00:01,4771,24,2,21,0,1,pos,4.4070275695173615,0.0005097751845562627,OnTrack,-1408,-178,2388
16,2021-08-01 13:03:14.324,01:02:14,6,0.0,00:00:01,4836,27,2,21,0,1,car,4.6,0.0005320969319952811,OnTrack,-1409,-176,2388
17,2021-08-01 13:03:14.520,01:02:14,6,0.4666666666666668,00:00:01,4731,29,2,21,0,1,pos,6.301097019963255,0.0007288683462015342,OnTrack,-1423,-166,2389
18,2021-08-01 13:03:14.564,01:02:14,44,0.9333333333333336,00:00:01,4626,32,2,22,0,1,car,6.7333333333333325,0.0007788665236452665,OnTrack,-1426,-163,2388
19,2021-08-01 13:03:14.740,01:02:14,44,0.9000000000000004,00:00:01,4476,36,2,24,0,1,pos,8.667794211781302,0.001002631892881584,OnTrack,-1440,-151,2388
20,2021-08-01 13:03:14.804,01:02:14,44,0.8666666666666671,00:00:01,4327,40,2,26,0,1,car,9.399999999999999,0.0010873285132077483,OnTrack,-1445,-146,2388
21,2021-08-01 13:03:14.960,01:02:14,44,0.8333333333333339,00:00:02,4349,41,2,27,0,1,pos,11.191389090319545,0.0012945443042879329,OnTrack,-1460,-134,2389
22,2021-08-01 13:03:15.044,01:02:15,44,0.8000000000000007,00:00:02,4372,43,2,28,0,1,car,12.266666666666667,0.0014189251519874165,OnTrack,-1468,-127,2389
23,2021-08-01 13:03:15.180,01:02:15,44,0.766527777777779,00:00:02,4695,48,2,37,0,1,pos,14.274470212456619,0.0016511743056317819,OnTrack,-1483,-115,2389
24,2021-08-01 13:03:15.285,01:02:15,44,0.7330555555555573,00:00:02,5019,54,2,46,0,1,car,15.881666666666662,0.0018370839365880554,OnTrack,-1495,-104,2388
25,2021-08-01 13:03:15.381,01:02:15,44,0.6997222222222232,00:00:02,5019,54,2,46,0,1,pos,17.290822255148974,0.0020000855377479347,OnTrack,-1507,-95,2388
26,2021-08-01 13:03:15.525,01:02:15,44,0.6663888888888891,00:00:02,5019,54,2,46,0,1,car,19.481666666666666,0.002253507622497406,OnTrack,-1525,-79,2387
27,2021-08-01 13:03:15.601,01:02:15,44,0.5004166666666681,00:00:02,5371,60,2,47,0,1,pos,20.79670117855271,0.0024056219332022925,OnTrack,-1536,-71,2388
28,2021-08-01 13:03:15.764,01:02:15,44,0.334444444444447,00:00:02,5724,67,2,48,0,1,car,23.929722222222217,0.0027680286473790745,OnTrack,-1560,-51,2388
29,2021-08-01 13:03:15.821,01:02:15,44,0.2677777777777788,00:00:02,6193,72,2,52,0,1,pos,25.092097742604736,0.002902484396992544,OnTrack,-1569,-44,2388
30,2021-08-01 13:03:16.004,01:02:15,44,0.20111111111111057,00:00:03,6662,77,2,56,0,1,car,29.063055555555557,0.003361817977286853,OnTrack,-1598,-19,2387
31,2021-08-01 13:03:16.041,01:02:16,44,0.20111111111111057,00:00:03,7173,80,2,57,0,1,pos,29.915427748875878,0.003460414635761599,OnTrack,-1605,-14,2388
32,2021-08-01 13:03:16.261,01:02:16,44,0.20111111111111057,00:00:03,7684,83,2,58,0,1,pos,35.26032481993836,0.004078676229966579,OnTrack,-1644,17,2388
33,2021-08-01 13:03:16.284,01:02:16,44,0.20111111111111057,00:00:03,8195,87,2,60,0,1,car,35.829722222222216,0.004144540275801649,OnTrack,-1648,20,2387
34,2021-08-01 13:03:16.481,01:02:16,44,0.267777777777777,00:00:03,8483,89,2,57,0,1,pos,40.77274977592941,0.004716316318431157,OnTrack,-1688,53,2388
35,2021-08-01 13:03:16.524,01:02:16,44,0.33444444444444343,00:00:03,8771,91,2,54,0,1,car,41.896388888888886,0.004846291302056296,OnTrack,-1696,60,2388
36,2021-08-01 13:03:16.701,01:02:16,44,0.30111111111110844,00:00:03,8911,95,2,54,0,1,pos,46.74920782810164,0.005407632621422317,OnTrack,-1734,91,2388
37,2021-08-01 13:03:16.764,01:02:16,44,0.26777777777777345,00:00:03,9051,100,2,55,0,1,car,48.56305555555555,0.0056174462759625,OnTrack,-1747,102,2387
38,2021-08-01 13:03:16.921,01:02:16,44,0.26777777777777345,00:00:04,9429,104,2,56,0,1,pos,53.2734283729512,0.006162310390025586,OnTrack,-1783,132,2388
39,2021-08-01 13:03:17.004,01:02:16,44,0.26777777777777345,00:00:04,9808,109,2,58,0,1,car,55.82972222222222,0.006458005197520264,OnTrack,-1802,148,2388
40,2021-08-01 13:03:17.141,01:02:17,44,0.4011111111111063,00:00:04,10090,111,2,59,0,1,pos,60.10683697869814,0.006952752945283869,OnTrack,-1836,175,2388
41,2021-08-01 13:03:17.244,01:02:17,44,0.5344444444444392,00:00:04,10373,114,2,61,0,1,car,63.42972222222223,0.007337121867773338,OnTrack,-1861,195,2387
42,2021-08-01 13:03:17.361,01:02:17,44,0.634444444444437,00:00:04,10674,118,2,62,0,1,pos,67.36538474965784,0.0077923727278205734,OnTrack,-1891,220,2388
43,2021-08-01 13:03:17.484,01:02:17,44,0.7344444444444349,00:00:04,10975,123,2,64,0,1,car,71.62972222222224,0.008285642485677971,OnTrack,-1922,245,2388
44,2021-08-01 13:03:17.581,01:02:17,44,0.9677777777777621,00:00:04,11336,126,2,69,0,1,pos,75.04038823669796,0.008680165294887342,OnTrack,-1948,267,2388
45,2021-08-01 13:03:17.724,01:02:17,44,1.2011111111110893,00:00:04,11698,129,2,74,0,1,car,80.22972222222222,0.009280432402016973,OnTrack,-1987,299,2387
