,Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2,2021-08-29 16:17:00.242,04:15:59,,0.16750000000000004,,4031,0,0,0,100,1,interpolation,1.739155764414312e-107,8.378805020601161e-112,OnTrack,0,0,0
3,2021-08-29 16:17:00.305,04:15:59,,0.16750000000000004,00:00:00,4026,0,0,0,100,1,car,0.0,0.0,OnTrack,0,0,0
4,2021-08-29 16:17:00.339,04:15:59,,0.16750000000000004,00:00:00,4014,0,0,0,100,1,pos,-1.433774173017712e-107,-6.907555082241155e-112,OnTrack,0,0,0
5,2021-08-29 16:17:00.545,04:15:59,,0.16750000000000004,00:00:00,4002,0,0,0,100,1,car,0.0,0.0,OnTrack,0,0,0
6,2021-08-29 16:17:00.559,04:15:59,,0.16750000000000004,00:00:00,3993,0,0,0,100,1,pos,2.7967679487608753e-107,1.3474108420889865e-111,OnTrack,0,0,0
7,2021-08-29 16:17:00.779,04:15:59,,0.16750000000000004,00:00:00,3985,0,0,0,100,1,pos,6.199734579118921e-107,2.9868726126098292e-111,OnTrack,0,0,0
8,2021-08-29 16:17:00.785,04:15:59,,0.16750000000000004,00:00:00,3977,0,0,0,100,1,car,0.0,0.0,OnTrack,0,0,0
9,2021-08-29 16:17:00.999,04:15:59,,0.16750000000000004,00:00:00,4010,0,0,0,100,1,pos,-1.3743495280087968e-105,-6.62126243144123e-110,OnTrack,0,0,0
10,2021-08-29 16:17:01.025,04:15:59,,0.16750000000000004,00:00:00,4044,0,0,0,100,1,car,0.0,0.0,OnTrack,0,0,0
11,2021-08-29 16:17:01.219,04:16:00,,0.16750000000000004,00:00:00,4064,0,0,0,50,1,pos,1.219964615581296e-104,5.877475643724582e-109,OnTrack,0,0,0
12,2021-08-29 16:17:01.265,04:16:00,,0.16750000000000004,00:00:01,4085,0,0,0,0,1,car,0.0,0.0,OnTrack,0,0,0
13,2021-08-29 16:17:01.439,04:16:00,,0.16750000000000004,00:00:01,4070,0,0,0,0,1,pos,-8.552595553397876e-104,-4.120420495292099e-108,OnTrack,0,0,0
14,2021-08-29 16:17:01.505,04:16:00,,0.16750000000000004,00:00:01,4055,0,0,0,0,1,car,0.0,0.0,OnTrack,0,0,0
15,2021-08-29 16:17:01.659,04:16:00,,0.16750000000000004,00:00:01,4041,0,0,0,0,1,pos,6.071731292498438e-103,2.92520392240195e-107,OnTrack,0,0,0
16,2021-08-29 16:17:01.785,04:16:00,,0.16750000000000004,00:00:01,4027,0,0,0,0,1,car,0.0,0.0,OnTrack,0,0,0
17,2021-08-29 16:17:01.879,04:16:00,,0.16750000000000004,00:00:01,3958,0,0,0,0,1,pos,-1.8546619027726683e-102,-8.93528387763624e-107,OnTrack,0,0,0
18,2021-08-29 16:17:02.025,04:16:00,,0.16750000000000004,00:00:01,3889,0,0,0,0,1,car,0.0,0.0,OnTrack,0,0,0
